certificates,company,description,direct_placement,eeo,eeo_settings,end_date,end_date_readable,end_date_str,experience,facilities,healthcare_data,job_id,job_udfs,licenses,location,main_location,other_locations,page_number,pay_frequency,pay_rate,position_type,post_date,post_date_readable,post_date_str,primary_recruiter_email,primary_recruiter_name,primary_recruiter_phone,ref_no,request_type,scraped_at,screening_enabled,screenings,source_company,source_url,source_url_base,start_date,start_date_readable,start_date_str,title,working_remote
{},Confidential,"Job Title: Psychologist                               Description:         Reason: Special Project         Department: Cal City         Job Category: Health Services - Travel         Location: California City, CA 22844 Virginia Blvd               Duties:      The Psychologist plans and implements all professional psychological service programs of a non-medical nature in the facility. Coordinates a...",0,{},{},0,,,,[],{},30436335,[],{},"Mason, TN",,[],,,,,1748973327000,2025-06-03 13:55:27,,,,,25-00104,getmore,113457.81705825,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=241&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1748923200000,2025-06-03 00:00:00,,Psychologist,
{},Confidential,"Job Title: Mental Health Coordinator - LPC, LCSW, LMFT     Description:    Reason: Vacancy     Department: Cibola     Job Category: Health Services - Travel         Duties:     &quot;In our organization, these professionals are placed in the position of Mental Health Coordinator to plan and provide clinical mental health services of a non-medical nature in the facility.    The successful candidate...",0,{},{},0,,,,[],{},30436289,[],{},"Milan, NM",,[],,,,,1748973075000,2025-06-03 13:51:15,,,,,25-00103,getmore,113457.817088833,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=241&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1748923200000,2025-06-03 00:00:00,,"Mental Health Coordinator - LPC, LCSW, LMFT",
{},Confidential,"Job Title: Psychologist                       Description:       Reason: Special Project       Department: West Tenn.       Job Category: Health Services - Travel       Location:6299 Finde Naifeh Dr,Mason, TN            Duties:     The Psychologist plans and implements all professional psychological service programs of a non-medical nature in the facility. Coordinates and directs the activities of...",0,{},{},0,,,,[],{},30436171,[],{},"Mason, TN",,[],,,,,1748972462000,2025-06-03 13:41:02,,,,,25-00102,getmore,113457.817119833,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=241&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1748923200000,2025-06-03 00:00:00,,Psychologist,
{},Confidential,"Job Title: Mental Health Coordinator - LPC, LCSW, LMFT         Description:         Reason: Special Project         Department: Midwest Regional         Job Category: Health Services - Travel         Location:Leavenworth, KS,100 Highway Terrace,                     Duties:         &quot;In our organization, these professionals are placed in the position of Mental Health Coordinator to plan and pro...",0,{},{},0,,,,[],{},30436027,[],{},"Leavenworth, KS",,[],,,,,1748971820000,2025-06-03 13:30:20,,,,,25-00101,getmore,113457.81714775,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=241&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1748923200000,2025-06-03 00:00:00,,Mental Health Coordinator,
{},Confidential,"Position: Desktop Support Technician   Location: Ada, MI 49355   Duration: Long term (Potential for full time opportunity)      Job Description:   We are seeking a skilled Desktop Support Technician to join our team. The ideal candidate will have experience with hardware upgrades, system imaging, and end-user support.      Key Responsibilities:    	Perform RAM upgrades to improve system performanc...",0,{},{},0,,,,[],{},30415376,[],{},"Ada, MI",,[],,,,,1748639201000,2025-05-30 17:06:41,,,,,25-00100,getmore,113457.817177666,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=241&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1748577600000,2025-05-30 00:00:00,,Desktop Support Technician,
{},Confidential,"Title/Role: FL-DBPR-CTMH-Office Clerk     Location: Tallahassee, FL 32301         CANDIDATE RESPONSIBILITES:    * Monitoring an email inbox for submission of SIRS. SIRS may also be submitted to the Department by mail and will be scanned and sent for filing.    * Combine submitted SIRS with the corresponding online form submission.    * * Verify that certain data provided on the SIRS and correspond...",0,{},{},1755835200000,2025-08-22 00:00:00,,,[],{},30304294,[],{},"Tallahassee, FL",,[],,,,,1747328027000,2025-05-15 12:53:47,,,,,25-00099,getmore,113457.8172055,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=241&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1749182400000,2025-06-06 00:00:00,,FL-DBPR-CTMH-Office Clerk,
{},Confidential,"Title/Role: FL-DOE-OSFA-Customer Service Representative     Location: Tallahassee, Florida 32309         Description:    Customer Service Specialists needed to answer calls from school and college students concerning scholarships and grants. The position is 40 hours per week, Monday through Friday from 8 AM to 5 PM.         Knowledge, Skills and Abilities:    -High school diploma, general educatio...",0,{},{},1751256000000,2025-06-30 00:00:00,,,[],{},30304195,[],{},"Tallahassee, FL",,[],,,,,1747327355000,2025-05-15 12:42:35,,,,,25-00098,getmore,113457.817242458,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=241&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1747972800000,2025-05-23 00:00:00,,FL-DOE-OSFA-Customer Service Representative,
{},Confidential,"Title/Role: GA Client- Angular Developer     Location: Atlanta, GA         Description:    Angular Developer is responsible for building and maintaining dynamic web applications using the Angular framework and making sure the applications are ADA compliant. Responsibilities include the integration and design of new application systems and/or life-cycle enhancement to existing complex multi-platfor...",0,{},{},1782792000000,2026-06-30 00:00:00,,,[],{},30304096,[],{},Atlanta,,[],,,,,1747326373000,2025-05-15 12:26:13,,,,,25-00097,getmore,113457.817281125,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=241&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1750651200000,2025-06-23 00:00:00,,GA DHS- Angular Developer,
{},Confidential,"Title/Role: OCI Integration Lead/Project Manager       Location - Atlanta, GA            Description:          The Partner Integration Lead is a member of the SBE's Technology Department and reports to the Partner Integration Manager. The Partner Integration Lead is responsible for analyzing SBE's EDE (Enhanced Direct Enrollment) Partners' policies, and participate in inspections and program evalu...",0,{},{},1782792000000,2026-06-30 00:00:00,,,[],{},30299579,[],{},"Atlanta, GA",,[],,,,,1747255070000,2025-05-14 16:37:50,,,,,25-00096,getmore,113457.817320583,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=241&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1749009600000,2025-06-04 00:00:00,,OCI Integration Lead/Project Manager,
{},Confidential,"J      ob Title:   UAT Lead &#8211; Health Insurance Exchange       Location:   Atlanta, GA (Hybrid &#8211; Onsite 3 days/week)       Duration:   1 Year Contract            Job Summary:       We are hiring an experienced   UAT (User Acceptance Testing) Lead   to support a large-scale health insurance system project. You will lead end-to-end UAT efforts including test planning, scenario creation, c...",0,{},{},0,,,,[],{},30299451,[],{},"Atlanta, GA",,[],,,,,1747254016000,2025-05-14 16:20:16,,,,,25-00095,getmore,113457.81735775,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=241&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1747195200000,2025-05-14 00:00:00,,UAT Lead – Health Insurance Exchange,
{},Confidential,"Job Description   LOCAL CANDIDATES   This position is located at DDS Headquarters in Conyers, Georgia.   MUST be Bilingual, Spanish/English   Provides technical assistance to both internal and external customers for tier one issues. This position requires handling a high volume of calls in a call center environment focused on customer service. Internal customer support involves troubleshooting har...",0,{},{},1782792000000,2026-06-30 00:00:00,,,[],{},30246255,[],{},"East View Parkway Conyers, GA",,[],,,,,1746564283000,2025-05-06 16:44:43,,,,,25-00094,getmore,113463.880041541,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1748232000000,2025-05-26 00:00:00,,GA DDS Help Desk Analyst 1,
{},Confidential,"Job Title: Salesforce Tech Lead     Location: Woodbury, MN     Work Arrangement: Day 1 Onsite Required | Wednesday Onsite is Mandatory (Other days flexible upon manager approval)    Engagement Type: Contract-to-Hire (Conversion expected in 6 months)    ________________________________________    Role Overview    We are hiring Senior Salesforce Technical Leads to support a large-scale, long-term Sa...",0,{},{},0,,,,[],{},30246013,[],{},,,[],,,,,1746562528000,2025-05-06 16:15:28,,,,,25-00093,getmore,113463.88016525,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1746504000000,2025-05-06 00:00:00,,Salesforce Tech Lead,
{},Confidential,"Job Description   We are seeking a highly skilled Insurance Domain Tech Lead with strong expertise in Annuities to join our team onsite in Minneapolis, MN. The ideal candidate will be responsible for leading technical discussions, solutioning, and delivery for key insurance technology initiatives, with a deep focus on Annuity products and systems.      Key Responsibilities   Lead technical deliver...",0,{},{},0,,,,[],{},30178648,[],{},,,[],,,,,1745879473000,2025-04-28 18:31:13,,,,,25-00092,getmore,113463.880200125,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1745812800000,2025-04-28 00:00:00,,Insurance Domain Tech Lead – Annuities,
{},Confidential,"Short Description:   The Georgia Client (Client), Department of Family and Children   Services, is seeking a qualified candidate for the temporary contractor staffing position of   Technical Writer to join our team in Atlanta, Georgia.   JOB DESCRIPTION      Technical Writer   Under general supervision, the Technical Writer will edit and review documents for system applications   and related commu...",0,{},{},0,,,,[],{},30178631,[],{},,,[],,,,,1745879326000,2025-04-28 18:28:46,,,,,25-00091,getmore,113463.880231458,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1745812800000,2025-04-28 00:00:00,,DHS - Copywriter/Technical Writer,
{},Confidential,"Job Description:   We are seeking an experienced and versatile SailPoint Tech Lead or a strong Java Technical Lead to support a high-visibility IAM implementation for our client Allianz, in partnership with TCS. The ideal candidate will have strong hands-on development experience, excellent communication skills, and the ability to coordinate across cross-functional teams.   Key Responsibilities:  ...",0,{},{},0,,,,[],{},30171679,[],{},"Minneapolis, MN, MN",,[],,,,,1745860067000,2025-04-28 13:07:47,,,,,25-00090,getmore,113463.880262416,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1745812800000,2025-04-28 00:00:00,,SailPoint Tech Lead / Java Technical Lead,
{},Confidential,"Job Description:        We are seeking a Java Full Stack Developer with strong experience in React and Kubernetes to join our client ValueMomentum's team in San Antonio, TX. This is a 100% onsite role.         Key Responsibilities:        	 Develop and maintain scalable Java-based backend services.   	 Build and enhance frontend components using React.js.   	 Design and manage containerized applic...",0,{},{},0,,,,[],{},30170324,[],{},"San Antonio, TX, TX",,[],,,,,1745857942000,2025-04-28 12:32:22,,,,,25-00089,getmore,113463.880300791,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1745812800000,2025-04-28 00:00:00,,Java Full Stack Developer (React & Kubernetes),
{},Confidential,"Job Title: Software Engineer &#8211; Digital Payments     Location: Hybrid &#8211; Seattle, WA    ________________________________________     Job Summary:    We are looking for a highly skilled Software Engineer with expertise in digital payments and microservices architecture to join our team supporting Costco's enterprise-level payment systems. The ideal candidate will lead engineering efforts,...",0,{},{},0,,,,[],{},30125346,[],{},"Seattle, WA",,[],,,,,1745343454000,2025-04-22 13:37:34,,,,,25-00088,getmore,113463.880333541,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1745294400000,2025-04-22 00:00:00,,Software Engineer – Digital Payments,
{},Confidential,"Short Description:   VDOT AV/Desktop Tech Support Analyst 4 ONSITE   Job Description:   *candidate will be required to work ONSITE daily M-F 8-5pm, NO exceptions   *local Richmond, VA candidates required   *Contractor will be responsible for purchasing parking through VDOT&#39;s Parking Management Office or procuring their own parking   **candidate must possess a valid drivers license   *Position ...",0,{},{},0,,,,[],{},30066679,[],{},"VA, VA",,[],,,,,1744660787000,2025-04-14 15:59:47,,,,,25-00087,getmore,113463.880365208,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1744603200000,2025-04-14 00:00:00,,VDOT AV/Desktop Tech Support Analyst 4 ONSITE,
{},Confidential,"**Requires 3 days a week onsite at 1401 East Broad Street, Richmond VA   **The contractor will be responsible for purchasing parking through VDOT&#39;s Parking Management Office or procuring their own parking.   Job Description    The Program Lead for application rationalization within Business Integrated Solution Division (BISD) will lead efforts to streamline the organization&#39;s application p...",0,{},{},0,,,,[],{},30064793,[],{},"Richmond, VA, VA",,[],,,,,1744648962000,2025-04-14 12:42:42,,,,,25-00086,getmore,113463.880396416,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1744603200000,2025-04-14 00:00:00,,VDOT - Program Lead - Application Rationalization - BISD,
{},Confidential,"Short Description:    VSP Cloud Engineer to serve in a Team Leader role, ensuring seamless connectivity between interface partners and meeting infrastructure needs across multiple projects    multiple environments (AWS, Azure, and OCI)    Job Description    The CJIS Cloud Engineer serves in a Team Leader role ensuring seamless connectivity between interface partners and meeting infrastructure need...",0,{},{},1769749200000,2026-01-30 00:00:00,,,[],{},30063787,[],{},"North Chesterfield, VA, VA",,[],,,,,1744643604000,2025-04-14 11:13:24,,,,,25-00085,getmore,113463.880426916,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1745208000000,2025-04-21 00:00:00,,"VSP - Cloud Engineer 4, Onsite",
{},Confidential,Short Description:      We are seeking a skilled and motivated programmer analyst to support the implementation of SharePoint solutions and automation.    *See below for on-site requirements and duration .     Forty hours per week          &#8226; Onsite Monday through Wednesday REQUIRED          &#8226; Telework Thursday and Friday ONLY           &#8226; Work hours: 8:00 AM to 4:30 PM          *T...,0,{},{},1751256000000,2025-06-30 00:00:00,,,[],{},30056971,[],{},"Richmond, Va, WA",,[],,,,,1744391923000,2025-04-11 13:18:43,,,,,25-00084,getmore,113463.88046625,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1745812800000,2025-04-28 00:00:00,,DOA-SharePoint Solutions & Automation,
{},Confidential,"Title/Role: DOC - Electronic Health Records/Health IT Account System Admin     Worksite Address: DOC Headquarters, 6900 Atmore Drive, Richmond, VA 23225     Work Arrangement: Hybrid         Job Description        Must have excellent organization and planning skills, and an understanding of the utilization of technology    in the business processes for the Electronic Health Records (EHR) program. T...",0,{},{},1773633600000,2026-03-16 00:00:00,,,[],{},29997503,[],{},"Richmond, VA",,[],,,,,1743695754000,2025-04-03 11:55:54,,,,,25-00083,getmore,113463.880531291,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1744603200000,2025-04-14 00:00:00,,DOC - Electronic Health Records/Health IT Account System Admin,
{},Confidential,"Title/Role: VDOT - Lead Agentic Data Engineer   Location: 1401 E Broad St.Richmond, VA 23219   Job Arrangement: Hybrid      Job Description   Agentic Data Engineer to design, develop, and deploy data pipelines that leverage agentic AI that solve real-world   problems.   We are seeking a highly skilled Agentic Data Engineer to design, develop, and deploy data pipelines that leverage agentic AI that...",0,{},{},1767157200000,2025-12-31 00:00:00,,,[],{},29890913,[],{},"Richmond, VA",,[],,,,,1742248654000,2025-03-17 17:57:34,,,,,25-00072,getmore,113463.880570041,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1742788800000,2025-03-24 00:00:00,,VDOT - Lead Agentic Data Engineer,
{},Confidential,"Title/Role: DBHDS - Database Administrator 4 ,Hybrid     Location - 1220 Bank St, Richmond, VA 23219     Job Arrangement: Hybrid         Job Description    DBHDS - Database Administrator        A database administrator (DBA) is an IT professional responsible for managing, maintaining, and securing    an organization's databases, ensuring data is stored, organized, and accessible for analysis and b...",0,{},{},1754020800000,2025-08-01 00:00:00,,,[],{},29889872,[],{},"Richmond, VA",,[],,,,,1742246621000,2025-03-17 17:23:41,,,,,25-00071,getmore,113463.880609541,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1742788800000,2025-03-24 00:00:00,,DBHDS - Database Administrator 4,
{},Confidential,"Title/Role: DOC - Clinical Informatics Analyst     Location: 6900 Atmore Drive, Richmond, Virginia     Job Arrangement: Onsite         Job Description    DOC - Clinical Informatics Analyst    IN PERSON IVS (No Exceptions!)    4 days/week ON SITE        Designs, develops, configures, implements, and supports the VADOC Electronic Health Record (EHR)    implementation and solution in compliance with ...",0,{},{},1764565200000,2025-12-01 00:00:00,,,[],{},29888780,[],{},"Richmond, VA",,[],,,,,1742243635000,2025-03-17 16:33:55,,,,,25-00070,getmore,113463.880649958,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1743393600000,2025-03-31 00:00:00,,DOC - Clinical Informatics Analyst,
{},Confidential,"Title/Role: VDOT ESB Integration Programmer Analyst 3   Location - 1221 E. Broad St.Richmond, VA 23219   Work Arrangement: Hybrid      Job Description      The Virginia Department of Transportation&#39;s Information Technology Division is seeking a team member to   function as an IIB Technical Architect and Lead Developer. The team member is responsible to lead the team in   process improvement, s...",0,{},{},1751256000000,2025-06-30 00:00:00,,,[],{},29882837,[],{},"Richmond, VA",,[],,,,,1742224289000,2025-03-17 11:11:29,,,,,25-00069,getmore,113463.880689541,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1743480000000,2025-04-01 00:00:00,,VDOT ESB Integration Programmer Analyst 3,
{},Confidential,"Title/Role: VDOT - Agentic Data Engineer     Location:  1401 E Broad St. Richmond, VA 23219     Work Arrangement: Hybrid         Job Description:    Agentic Data Engineer to design, develop, and deploy data pipelines that leverage agentic AI that solve    real-world problems    The Virginia Department of Transportation's Information Technology Division is seeking a highly skilled Agentic    Data E...",0,{},{},1751256000000,2025-06-30 00:00:00,,,[],{},29882526,[],{},"Richmond, VA",,[],,,,,1742223170000,2025-03-17 10:52:50,,,,,25-00068,getmore,113463.880728333,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1742788800000,2025-03-24 00:00:00,,VDOT - Agentic Data Engineer,
{},Confidential,"Title - VDOT IT Security Analyst 3   Location - 1401 E Broad St, Richmond, VA 23219, USA     Work Arrangement:  Hybrid      Job Description:   The Virginia Department of Transportation is seeking to fill the Information Technology (IT) Security Analyst position. This position reports to the Deputy Information Security Officer in the Office of Information Security located in Richmond, Virginia.    ...",0,{},{},1751256000000,2025-06-30 00:00:00,,,[],{},29846499,[],{},"Richmond, VA",,[],,,,,1741721629000,2025-03-11 15:33:49,,,,,25-00060,getmore,113463.880765875,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1741665600000,2025-03-11 00:00:00,,VDOT IT Security Analyst 3,
{},Confidential,"Job Title: POS Support     Location: Wayne, NJ (Onsite)         Work Schedule:  Monday to Friday | 9:00 AM &#8211; 6:00 PM         Key Responsibilities:     	 Ordering, staging/configuration of POS peripherals, and shipping as per the rollout schedule   	 Collaborating with internal teams and external vendors   	 Managing tickets and attending planning/status meetings   	 Providing training and do...",0,{},{},0,,,,[],{},29765869,[],{},"Wayne, NJ",,[],,,,,1741045134000,2025-03-03 18:38:54,,,,,25-00044,getmore,113463.880815291,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1740978000000,2025-03-03 00:00:00,,POS Support,
{},Confidential,"Job Title: Customer Contact Rep Sr      Location-Lisle IL         Description:        1. This role is 95% work from home; we have in-person training 3-5 times a year.    2. International pays for the travel For this role, we need candidates with heavy customer service experience, data remediation.    making phone calls, internet searches.    3. Data remediation is the process of fixing errors, inc...",0,{},{},0,,,,[],{},29758504,[],{},"Lisle, IL",,[],,,,,1741015061000,2025-03-03 10:17:41,,,,,25-00043,getmore,113463.8808445,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=261&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1740978000000,2025-03-03 00:00:00,,Customer Contact Rep Sr,
{},Confidential,Job title: Cost Analysis Manager     Location: Lisle (onsite) would be open to remote as well but prefer onsite         Job Description-    1. The cost analysis manager will be expected to be a business partner to pricing managers and to have an active role in bringing accurate and up-to-date cost data for feature margin calculations and price positioning.    2. Cost Analysis Manager to join the P...,0,{},{},0,,,,[],{},29758296,[],{},Lisle,,[],,,,,1741014238000,2025-03-03 10:03:58,,,,,25-00042,getmore,113469.934757333,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=281&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1740978000000,2025-03-03 00:00:00,,Cost Analysis Manager,
{},Confidential,"Job Title: Senior Manufacturing Engineer     Location: Onsite-San Antiono                 Hours: Monday-Friday, 7am-4pm. OT might be required mainly on Fridays but could be some    Saturdays as well as required per the projects             Responsibility is to support engineering projects developing and executing manufacturing plans.    Their day-to-day responsibilities include collaborating with ...",0,{},{},0,,,,[],{},29758136,[],{},San Antiono,,[],,,,,1741013385000,2025-03-03 09:49:45,,,,,25-00041,getmore,113469.934873625,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=281&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1740978000000,2025-03-03 00:00:00,,Sr Manufacturing Engineer,
{},Confidential,"Job tittle-Equipment and Process Engineer      Location: Tulsa, OK (100% onsite)     Shift: M-F 6am- 5pm             Job Description-    Develop Criteria and SOWs for Manufacturing Equipment and Tooling Requirements          	 Facilitate Request for Proposal Process Per Procurement Guidelines.   	   Evaluate Bids and Participate in Proposal of Award Process.     	   Manage Vendor Design and Build ...",0,{},{},0,,,,[],{},29757896,[],{},"Tulsa, OK",,[],,,,,1741012823000,2025-03-03 09:40:23,,,,,25-00040,getmore,113469.934909958,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=281&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1740978000000,2025-03-03 00:00:00,,Equipment and Process Engineer,
